Ürün İsmi,Ürün Linki,Ürün Fiyatı,Kategori
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTY0NjI1NDI0NTE5MTgxMywiYWRTY29yZSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiYWRTY29yZXMiOnsiMSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiMiI6MC4wNDY2NjMyNTgyMjQ3MjU3Mn0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTEzMDI1NDIxNTE1NTI4NCwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Erkek Lacivert %100 Pamuk Slim Fit Dar Kesim Bisiklet Yaka Kısa Kollu Tişört 4A4800000001,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-lacivert-100-pamuk-slim-fit-dar-kesim-bisiklet-yaka-kisa-kollu-tisort-p-224080792,"154,99",T-Shirt
Dokulu Oversize Gömlek Dokulu Oversize Gömlek MS70171,https://www.trendyol.com//outfiit-man/dokulu-oversize-gomlek-dokulu-oversize-gomlek-p-317299961,250,Gömlek
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNTA1NTY3OTA3NjUzNzQ5LCJhZFNjb3JlIjowLjA1MjgyODQxMjUwMzAwNDA3NCwiYWRTY29yZXMiOnsiMSI6MC4wNTI4Mjg0MTI1MDMwMDQwNzQsIjIiOjAuMDUyODI4NDEyNTAzMDA0MDc0fSwiY3BjIjowLjk1NzAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,399,Pantolon
Yarım Fermuarlı Brooklyn Baskılı Siyah Sweatshirt 406029508,https://www.trendyol.com//jooy-company/yarim-fermuarli-brooklyn-baskili-siyah-sweatshirt-p-786378360,"221,35",Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk3NTM1Mjg1OTg2OTU5OSwiYWRTY29yZSI6MC4wMjAwMTM0ODY5NjY0OTA3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDIwMDEzNDg2OTY2NDkwNzQ2LCIyIjowLjAyMDAxMzQ4Njk2NjQ5MDc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMzE5NDQyNzE2OTMwODQzLCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTEsImF0dHJpYnV0ZXMiOiIifQ==,"310,05",Pantolon
Erkek Siyah Kanvas Slim Fit Dar Kesim Yan Cep Chino Pantolon ET0120000001,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-siyah-kanvas-slim-fit-dar-kesim-yan-cep-chino-pantolon-p-53559585,"519,99",Pantolon
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDYwMTk4NjczNTMxNDEzMSwiYWRTY29yZSI6MC4wMTg1MTE2MTE5NjgyNzg4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE4NTExNjExOTY4Mjc4ODg1LCIyIjowLjAxODUxMTYxMTk2ODI3ODg4NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5OCwiYWR2ZXJ0U2xvdCI6Nywib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,"349,90",Pantolon
Kaktüs Yeşili Kahve Düğmeli Hediye Kutulu Slimfit Gömlek 902,https://www.trendyol.com//etikmen/kaktus-yesili-kahve-dugmeli-hediye-kutulu-slimfit-gomlek-p-741659787,"439,99",Gömlek
Erkek Siyah Armürlü Esnek 5 Cepli Slim Fit Dar Kesim Kanvas Pantolon E003007,https://www.trendyol.com//avva/erkek-siyah-armurlu-esnek-5-cepli-slim-fit-dar-kesim-kanvas-pantolon-e003007-p-247780799,"399,99",Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4Mjk1MDc2NzgzMDM3MywiYWRTY29yZSI6MC4wMzk0ODIxNTAyMjY4MzE0MzYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NDgyMTUwMjI2ODMxNDM2LCIyIjowLjAzOTQ4MjE1MDIyNjgzMTQzNn0sImNwYyI6MS4xMTAxMDk0NDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTA1OTM1ODQ4ODQxNjgxLCJhZHZlcnRTbG90Ijo5LCJvcmRlciI6MTcsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Slim Fit Likralı Erkek Dizmar Jeans Kot Pantalon KÖMÜR SİYAH,https://www.trendyol.com//wamoss/slim-fit-likrali-erkek-dizmar-jeans-kot-pantalon-p-773593531,"176,90",Pantolon
Skinny Fit Likralı Mavi Tırnaklı Erkek Pantolon dyg1003,https://www.trendyol.com//no-way/skinny-fit-likrali-mavi-tirnakli-erkek-pantolon-p-300098974?advertItems=eyJhZHZlcnRJZCI6IjNmYzE1MmVhLTVkOWYtNDgyYy04MTY5LTIwYjk4Y2U0MGJiZCIsInNvcnRpbmdTY29yZSI6MC4wNDI3NzY4MDIxMTg4Njc2MywiYWRTY29yZSI6MC4wMTcyMDcwODA0OTgzMzc3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDE3MjA3MDgwNDk4MzM3NzQ2LCIyIjowLjAxNzIwNzA4MDQ5ODMzNzc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5MywiYWR2ZXJ0U2xvdCI6MTEsIm9yZGVyIjoyMSwiYXR0cmlidXRlcyI6IiJ9,"399,90",Pantolon
Stephan Erkek Yumuşacık Kumaşlı Oversize Fit Yuvarlak Yakalı Sweatshirt STEPHAN01092022,https://www.trendyol.com//grimelange/stephan-erkek-yumusacik-kumasli-oversize-fit-yuvarlak-yakali-sweatshirt-p-350322548,"399,95",Sweatshirt
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDI0OTQyODM5ODkwNzE4NDYsImFkU2NvcmUiOjAuMDU1MTg3MzgxODAzOTg5NDEsImFkU2NvcmVzIjp7IjEiOjAuMDU1MTg3MzgxODAzOTg5NDEsIjIiOjAuMDU1MTg3MzgxODAzOTg5NDF9LCJjcGMiOjAuNzcsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC43NywiYWR2ZXJ0U2xvdCI6MTIsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"499,99",Pantolon
Slim Fit Dar Kesim Bisiklet Yaka Düz Basic Kısa Kol T-shirt TS210001-01,https://www.trendyol.com//tudors/slim-fit-dar-kesim-bisiklet-yaka-duz-basic-kisa-kol-t-shirt-p-88888185,"142,25",T-Shirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjIzNTU4ODIwNDg2MDY4NSwiYWRTY29yZSI6MC4wMzI2ODQwMjA2OTgwNzA1MjYsImFkU2NvcmVzIjp7IjEiOjAuMDMyNjg0MDIwNjk4MDcwNTI2LCIyIjowLjAzMjY4NDAyMDY5ODA3MDUyNn0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzUwNTM3MjY1ODc1OTY5NywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjEsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
Erkek Siyah Göğüs Dikey Baskılı Oversize Kapşonlu Sweatshirt TYC00716532788,https://www.trendyol.com//bohemgiyim/erkek-siyah-gogus-dikey-baskili-oversize-kapsonlu-sweatshirt-tyc00716532788-p-774764316,130,Sweatshirt
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTY0NjI1NDI0NTE5MTgxMywiYWRTY29yZSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiYWRTY29yZXMiOnsiMSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiMiI6MC4wNDY2NjMyNTgyMjQ3MjU3Mn0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTEzMDI1NDIxNTE1NTI4NCwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Acı Kahve Pileli Baggy Kumaş Pantolon MOO1074,https://www.trendyol.com//menofourswear/aci-kahve-pileli-baggy-kumas-pantolon-p-755532164,"515,99",Pantolon
Erkek Siyah Bisiklet Yaka Standart %100 Pamuk Erkek Basic T-shirt KZK-7978,https://www.trendyol.com//kozik/erkek-siyah-bisiklet-yaka-standart-100-pamuk-erkek-basic-t-shirt-p-658777871?advertItems=eyJhZHZlcnRJZCI6IjJmNTc1MWQ3LTgyNDAtNGQ4NS1iNTc0LWE3MWRmZjI5YTZlOSIsInNvcnRpbmdTY29yZSI6MC4wNTEwMDQxMjM1MTYzODA4LCJhZFNjb3JlIjowLjAzNTk0MzcwOTMxMzg2OTQ3NiwiYWRTY29yZXMiOnsiMSI6MC4wMzU5NDM3MDkzMTM4Njk0NzYsIjIiOjAuMDM1OTQzNzA5MzEzODY5NDc2fSwiY3BjIjoxLjQxOTAwMDAwMDAwMDAwMDMsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40MTkwMDAwMDAwMDAwMDAzLCJhZHZlcnRTbG90Ijo0LCJvcmRlciI6NywiYXR0cmlidXRlcyI6IiJ9,"144,99",T-Shirt
Erkek Siyah Basic Pamuk Bisiklet Yaka T-shirt T-SHİRT01,https://www.trendyol.com//emta/erkek-siyah-basic-pamuk-bisiklet-yaka-t-shirt-p-75498423,"149,99",T-Shirt
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNTA1NTY3OTA3NjUzNzQ5LCJhZFNjb3JlIjowLjA1MjgyODQxMjUwMzAwNDA3NCwiYWRTY29yZXMiOnsiMSI6MC4wNTI4Mjg0MTI1MDMwMDQwNzQsIjIiOjAuMDUyODI4NDEyNTAzMDA0MDc0fSwiY3BjIjowLjk1NzAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,399,Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153656,"392,44",Gömlek
Lacivert Sweat Brooklyn Baskılı Overisize westkombin-BR130,https://www.trendyol.com//westkombin/lacivert-sweat-brooklyn-baskili-overisize-p-385092498,"171,50",Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDYwMTk4NjczNTMxNDEzMSwiYWRTY29yZSI6MC4wMTg1MTE2MTE5NjgyNzg4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE4NTExNjExOTY4Mjc4ODg1LCIyIjowLjAxODUxMTYxMTk2ODI3ODg4NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5OCwiYWR2ZXJ0U2xvdCI6Nywib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,"349,90",Pantolon
Erkek Boru Paça Baggy Kargo Pantalon ZM004,https://www.trendyol.com//wamoss/erkek-boru-paca-baggy-kargo-pantalon-p-757908516,"322,60",Pantolon
Gri 91 Baskılı Oversize T-Shirt V-30-463 6879,https://www.trendyol.com//bybasicman/gri-91-baskili-oversize-t-shirt-v-30-463-p-745010578?advertItems=eyJhZHZlcnRJZCI6IjYyOWQ3YTgzLTdmYzMtNGFkMS1hZTFmLWViNGE1OGRjZmM2YyIsInNvcnRpbmdTY29yZSI6MC4wNDU5NjQ3ODcwMDYzNzgxNzYsImFkU2NvcmUiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsImFkU2NvcmVzIjp7IjEiOjAuMDMyNjQ1NDQ1MzE3MDI5OTUsIjIiOjAuMDMyNjQ1NDQ1MzE3MDI5OTV9LCJjcGMiOjEuNDA4MDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjM2MjU5MTcxMzM3OTc3MSwiYWR2ZXJ0U2xvdCI6OCwib3JkZXIiOjE1LCJhdHRyaWJ1dGVzIjoiIn0=,"286,80",T-Shirt
Erkek Yeni Sezon Oversize Phobia Kalıp Yaka Detaylı Yazlık T-shirt CMSNERK10009,https://www.trendyol.com//cool-mans/erkek-yeni-sezon-oversize-phobia-kalip-yaka-detayli-yazlik-t-shirt-p-305498417,179,T-Shirt
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4Mjk1MDc2NzgzMDM3MywiYWRTY29yZSI6MC4wMzk0ODIxNTAyMjY4MzE0MzYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NDgyMTUwMjI2ODMxNDM2LCIyIjowLjAzOTQ4MjE1MDIyNjgzMTQzNn0sImNwYyI6MS4xMTAxMDk0NDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTA1OTM1ODQ4ODQxNjgxLCJhZHZlcnRTbG90Ijo5LCJvcmRlciI6MTcsImF0dHJpYnV0ZXMiOiIifQ==,"392,41",Gömlek
Charlie Luciano Kalın Yorgan Sweatshirt 3 İplik GGRT0,https://www.trendyol.com//viper/charlie-luciano-kalin-yorgan-sweatshirt-3-iplik-p-777227261,199,Sweatshirt
Erkek Bej Slim Fit Rahat Kesim Beli Bağlamalı Yan Cepli Jogger Pantolon ET0100000010,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-slim-fit-rahat-kesim-beli-baglamali-yan-cepli-jogger-pantolon-p-752639170?advertItems=eyJhZHZlcnRJZCI6IjE1ZGMzMmZhLWExNWYtNDgwMy05Mjc2LWQ5M2Y5ZGYzYjdiYSIsInNvcnRpbmdTY29yZSI6MC4wNDI4NzUwODEyMjYyMjk2NywiYWRTY29yZSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiYWRTY29yZXMiOnsiMSI6MC4wMjk5ODI1NzQyODQwNzY2OSwiMiI6MC4wMjk5ODI1NzQyODQwNzY2OX0sImNwYyI6MS40MzAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNDMwMDAwMDAwMDAwMDAwMiwiYWR2ZXJ0U2xvdCI6MTAsIm9yZGVyIjoxOSwiYXR0cmlidXRlcyI6IiJ9,"449,99",Pantolon
Skinny Fit Likralı Yeşil Tintli Mavi Tırnaklı Erkek Pantolon dyg1003,https://www.trendyol.com//no-way/skinny-fit-likrali-yesil-tintli-mavi-tirnakli-erkek-pantolon-p-300098021,"299,30",Pantolon
Slim Fit Pamuklu Kolay Ütü Erkek Siyah Gömlek DR220013-02,https://www.trendyol.com//tudors/slim-fit-pamuklu-kolay-utu-erkek-siyah-gomlek-p-206639401,"265,98",Gömlek
Kalın Kışlık Gri Slim Fit Likralı Kumaş Pantolon İDS2019,https://www.trendyol.com//ids-collection/kalin-kislik-gri-slim-fit-likrali-kumas-pantolon-p-785136185?advertItems=eyJhZHZlcnRJZCI6ImY5YmM3ZWZiLTk5ZTQtNDBlMS1hMDFiLTQ0ODJkNWVkYmJlYyIsInNvcnRpbmdTY29yZSI6MC4wNDI0OTQyODM5ODkwNzE4NDYsImFkU2NvcmUiOjAuMDU1MTg3MzgxODAzOTg5NDEsImFkU2NvcmVzIjp7IjEiOjAuMDU1MTg3MzgxODAzOTg5NDEsIjIiOjAuMDU1MTg3MzgxODAzOTg5NDF9LCJjcGMiOjAuNzcsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC43NywiYWR2ZXJ0U2xvdCI6MTIsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"499,99",Pantolon
Açık Mavi Slim Fit Basic Gömlek G021GL004.000.857702,https://www.trendyol.com//pierre-cardin/acik-mavi-slim-fit-basic-gomlek-p-5868505,"309,89",Gömlek
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjIzNTU4ODIwNDg2MDY4NSwiYWRTY29yZSI6MC4wMzI2ODQwMjA2OTgwNzA1MjYsImFkU2NvcmVzIjp7IjEiOjAuMDMyNjg0MDIwNjk4MDcwNTI2LCIyIjowLjAzMjY4NDAyMDY5ODA3MDUyNn0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzUwNTM3MjY1ODc1OTY5NywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjEsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
Erkek Lacivert Renk Italyan Kesim Kaliteli Esnek Likralı Kumaş Bilek Boy Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-lacivert-renk-italyan-kesim-kaliteli-esnek-likrali-kumas-bilek-boy-pantolon-p-132908774,"369,99",Pantolon
Erkek Gömlek Yaka Oversize Kışlık Pamuklu Oduncu Gömlek 10402,https://www.trendyol.com//hazhers/erkek-gomlek-yaka-oversize-kislik-pamuklu-oduncu-gomlek-p-128418110?advertItems=eyJhZHZlcnRJZCI6ImE5MDcwMWZkLWM1MTAtNGQ4ZC1iNDgzLWE3ZTI4ZTA1Y2IwZCIsInNvcnRpbmdTY29yZSI6MC4wNTY1NjA5MTY3NDU4MDA5ODYsImFkU2NvcmUiOjAuMDM1MzY5MDQ5NzU3NzE5MDQsImFkU2NvcmVzIjp7IjEiOjAuMDM1MzY5MDQ5NzU3NzE5MDQsIjIiOjAuMDM1MzY5MDQ5NzU3NzE5MDR9LCJjcGMiOjEuNTk5MTY0MTYwMDAwMDAwNCwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjU5OTE2NDE2MDAwMDAwMDQsImFkdmVydFNsb3QiOjIsIm9yZGVyIjozLCJhdHRyaWJ1dGVzIjoiIn0=,"487,59",Gömlek
Unisex Mickey Gri Hoodie Sweatshirt Bohem Gri Mickey,https://www.trendyol.com//bohemgiyim/unisex-mickey-gri-hoodie-sweatshirt-p-345713490,129,Sweatshirt
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTY0NjI1NDI0NTE5MTgxMywiYWRTY29yZSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiYWRTY29yZXMiOnsiMSI6MC4wNDY2NjMyNTgyMjQ3MjU3MiwiMiI6MC4wNDY2NjMyNTgyMjQ3MjU3Mn0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTEzMDI1NDIxNTE1NTI4NCwiYWR2ZXJ0U2xvdCI6Mywib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Dreamer Ön Yazı Baskılı Erkek Sweatshirt dreameresw,https://www.trendyol.com//oksit/dreamer-on-yazi-baskili-erkek-sweatshirt-p-764221407,"175,91",Sweatshirt
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNTA1NTY3OTA3NjUzNzQ5LCJhZFNjb3JlIjowLjA1MjgyODQxMjUwMzAwNDA3NCwiYWRTY29yZXMiOnsiMSI6MC4wNTI4Mjg0MTI1MDMwMDQwNzQsIjIiOjAuMDUyODI4NDEyNTAzMDA0MDc0fSwiY3BjIjowLjk1NzAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6OSwiYXR0cmlidXRlcyI6IiJ9,399,Pantolon
Unisex Oversize Beyaz Bol Kesim Tshirt TYC00381382691,https://www.trendyol.com//pasage/unisex-oversize-beyaz-bol-kesim-tshirt-p-249619456,"149,99",T-Shirt
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk3NTM1Mjg1OTg2OTU5OSwiYWRTY29yZSI6MC4wMjAwMTM0ODY5NjY0OTA3NDYsImFkU2NvcmVzIjp7IjEiOjAuMDIwMDEzNDg2OTY2NDkwNzQ2LCIyIjowLjAyMDAxMzQ4Njk2NjQ5MDc0Nn0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuMzE5NDQyNzE2OTMwODQzLCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTEsImF0dHJpYnV0ZXMiOiIifQ==,"310,05",Pantolon
Lacivert Kahve Düğmeli Slimfit Hediye Kutulu Gömlek 046,https://www.trendyol.com//etikmen/lacivert-kahve-dugmeli-slimfit-hediye-kutulu-gomlek-p-124729149,"439,99",Gömlek
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDYwMTk4NjczNTMxNDEzMSwiYWRTY29yZSI6MC4wMTg1MTE2MTE5NjgyNzg4ODUsImFkU2NvcmVzIjp7IjEiOjAuMDE4NTExNjExOTY4Mjc4ODg1LCIyIjowLjAxODUxMTYxMTk2ODI3ODg4NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDg1OTk5OTk5OTk5OTk5OCwiYWR2ZXJ0U2xvdCI6Nywib3JkZXIiOjEzLCJhdHRyaWJ1dGVzIjoiIn0=,"349,90",Pantolon
Erkek Siyah Yandan Cepli Beli Lastikli Bağcıklı Duble Paça Relaxed Fit Rahat Kesim Jogger Pantolon E E003000,https://www.trendyol.com//avva/erkek-siyah-yandan-cepli-beli-lastikli-bagcikli-duble-paca-relaxed-fit-rahat-kesim-jogger-pantolon-e-p-91684429,"449,99",Pantolon
